Cross 1, Cross 2, Cross 3, Cross 4, Cross 5, Cross 6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
63,0,0,0,0,64
69,0,0,0,0,49
72,0,0,0,0,57
58,0,0,0,0,59
50,0,0,0,0,56
70,0,0,0,0,51
49,0,0,0,0,70
40,0,0,0,0,57
42,0,0,0,0,33
47,0,0,0,0,39
49,0,0,0,0,47
47,0,0,0,0,46
35,0,0,0,0,37
44,0,0,0,0,43
38,0,0,0,0,32
31,0,0,0,0,31
27,0,0,0,0,28
27,0,0,0,0,24
49,0,0,0,0,27
23,0,0,0,0,23
24,0,0,0,0,28
41,0,0,0,0,33
25,0,0,0,0,31
21,0,0,0,0,19
1,0,0,0,0,11
19,0,0,0,0,21
23,0,0,0,0,21
20,0,0,0,0,22
12,0,0,0,0,23
29,0,0,0,0,14
17,0,0,0,0,25
10,0,0,0,0,17
22,0,0,0,0,15
18,0,0,0,0,16
11,0,0,0,0,20
19,0,0,0,0,15
5,0,0,0,0,19
16,0,0,0,0,17
13,0,0,0,0,19
15,0,0,0,0,14
19,0,0,0,0,17
15,0,0,0,0,14
14,0,0,0,0,9
7,0,1,0,0,8
15,0,2,4,0,15
9,0,1,8,1,17
8,0,5,6,0,14
7,0,6,10,0,11
6,0,4,1,0,12
9,0,4,2,0,11
9,0,12,15,0,9
10,0,6,1,1,10
7,0,3,9,0,6
11,0,3,6,3,5
8,0,2,8,2,12
5,0,3,0,2,5
12,0,2,10,2,12
9,0,3,4,2,10
4,0,2,6,2,7
9,0,2,7,4,12
11,0,5,8,1,9
9,0,12,6,4,13
11,0,7,6,3,5
14,0,5,12,0,16
17,0,2,8,2,10
6,0,7,6,3,22
8,0,5,8,2,16
13,0,10,8,2,13
30,0,12,14,7,14
28,0,13,16,4,21
32,0,17,24,7,32
28,0,22,15,6,23
30,0,6,18,8,19
50,0,22,27,9,29
51,0,20,33,7,39
62,0,22,29,11,56
47,0,22,29,14,27
82,0,31,47,15,45
78,0,28,34,13,56
94,0,36,44,17,64
122,0,34,64,14,58
90,0,49,57,26,68
133,0,40,52,30,64
114,0,36,74,18,58
101,0,48,75,26,65
124,0,43,82,24,63
160,0,54,101,44,89
148,0,56,111,44,96
175,0,62,107,47,99
181,0,74,123,38,83
191,0,71,115,48,98
227,0,89,138,56,82
241,0,79,166,86,105
256,0,125,150,83,152
273,0,116,175,117,148
292,0,114,183,108,168
311,0,145,221,109,178
266,0,163,266,146,173
310,0,169,258,163,218
314,0,169,221,161,189
265,0,161,264,149,216
275,0,183,236,190,228
315,0,196,254,165,215
260,0,175,204,130,192
278,0,171,220,141,224
288,0,141,205,124,189
233,0,145,217,140,195
232,0,146,190,111,178
244,0,111,185,89,181
218,0,138,181,95,169
228,0,106,133,80,192
220,0,103,137,81,177
201,0,91,135,97,196
198,0,84,152,75,206
203,0,104,159,77,163
211,0,100,185,82,188
186,0,84,151,67,179
178,0,81,144,71,163
179,0,87,137,74,148
156,0,77,111,58,162
190,0,79,137,58,142
145,0,85,128,52,115
173,0,69,127,60,164
170,0,79,131,45,127
168,0,77,113,66,148
153,0,74,142,61,135
140,0,74,128,60,158
156,0,86,122,52,153
171,0,81,126,44,133
155,0,69,118,44,130
144,0,68,130,63,175
167,0,79,131,42,133
149,0,66,108,51,112
151,0,73,128,57,145
146,0,80,118,48,145
139,0,78,108,68,121
157,0,78,132,65,153
164,30,77,106,50,121
156,31,78,121,44,123
134,44,78,119,55,117
137,32,76,123,59,123
150,46,81,130,59,135
167,34,70,126,61,140
145,42,85,124,70,134
163,43,88,146,90,138
169,42,75,172,73,134
144,45,106,134,81,139
167,35,85,104,72,151
136,36,71,89,58,132
167,34,80,114,67,128
123,27,55,108,38,119
117,34,65,110,47,122
114,27,68,97,38,127
127,28,62,87,69,120
142,35,60,94,41,107
137,32,65,102,51,142
124,32,77,104,41,138
153,28,80,112,56,129
155,30,67,87,56,130
129,27,68,102,48,121
116,28,73,111,53,141
140,34,69,103,59,144
162,40,87,116,66,118
141,45,90,113,59,102
189,39,107,136,80,170
168,58,106,163,78,133
172,45,128,147,83,170
168,47,115,139,76,160
154,56,102,131,75,195
173,47,92,154,61,162
170,48,83,146,50,141
166,40,84,150,69,151
148,32,97,101,62,134
148,40,71,145,47,168
236,55,94,145,59,0
156,39,87,161,67,0
183,43,93,104,74,0
198,49,77,158,54,0
173,51,81,158,79,0
182,40,79,122,57,0
205,43,89,135,63,0
160,53,62,166,44,0
182,56,81,147,57,0
183,41,72,140,88,0
148,43,0,115,38,0
174,47,0,170,0,0
176,44,0,162,0,0
179,41,0,144,0,0
173,52,0,131,0,0
0,28,0,165,0,0
0,0,0,119,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,19,0,0,0,0
0,7,0,0,0,0
0,13,0,0,0,0
1,10,0,0,0,0
0,9,0,0,0,0
0,6,0,0,0,0
0,11,0,0,0,0
0,7,0,0,0,0
0,5,0,0,0,0
0,11,0,0,0,0
0,7,0,0,0,0
0,5,0,0,0,0
0,9,0,0,0,0
0,7,0,0,0,0
0,10,0,0,0,0
0,4,0,0,0,0
3,6,0,0,0,0
13,2,0,0,0,0
10,5,6,0,0,0
14,7,8,0,0,0
10,3,11,10,0,0
19,7,10,18,0,12
15,3,7,14,0,11
7,4,17,12,0,20
6,2,3,4,0,7
13,6,4,10,0,12
20,3,9,15,0,21
10,4,9,11,2,12
11,0,7,12,6,10
6,0,0,10,2,11
12,0,2,5,0,10
7,1,7,9,8,9
9,4,6,12,0,9
10,1,7,8,5,18
8,3,8,9,4,8
9,2,3,4,3,7
7,1,4,10,2,17
10,3,3,9,2,14
4,0,5,4,4,8
7,1,4,6,1,12
13,5,4,11,1,18
11,7,4,7,3,8
9,1,8,8,2,13
10,2,4,6,2,9
6,2,5,7,3,12
10,2,3,9,1,6
10,1,0,8,5,10
8,1,5,6,3,5
5,0,2,4,0,11
7,5,3,9,2,3
3,2,3,5,0,20
5,0,3,3,1,7
4,1,1,8,1,6
9,1,1,7,1,6
11,0,2,6,4,10
7,0,3,6,3,7
6,6,3,8,1,4
7,3,1,9,2,9
16,0,3,8,2,10
7,1,4,7,2,5
8,3,1,9,0,7
14,1,3,10,1,11
11,0,2,6,4,9
5,1,5,8,1,6
9,0,3,4,5,5
13,0,9,9,4,10
12,2,5,10,1,15
14,5,7,10,5,17
37,5,12,11,8,11
22,3,12,21,9,26
27,6,15,18,4,24
32,3,9,17,3,22
32,4,15,25,12,17
40,3,15,13,6,36
29,9,21,22,7,26
37,5,21,15,8,37
54,6,24,26,7,34
59,8,19,25,16,52
79,13,26,50,15,46
63,13,32,32,9,37
76,10,24,60,15,53
83,13,40,41,20,77
101,14,51,35,22,61
119,16,45,74,36,62
112,20,40,68,29,69
119,17,59,56,38,67
99,30,59,96,29,83
134,19,45,62,36,71
146,17,66,84,33,84
185,35,49,79,37,95
184,31,63,89,35,81
183,48,66,113,51,94
217,36,89,132,76,126
257,51,99,149,82,137
276,60,123,194,99,158
289,81,125,200,76,122
311,68,150,219,143,179
289,94,155,264,158,193
316,95,168,259,159,222
323,108,175,265,157,200
338,87,157,259,172,206
294,103,178,262,168,206
268,110,152,235,171,196
258,85,188,204,145,195
277,104,191,209,154,207
286,83,173,211,119,187
222,67,175,183,130,191
227,65,155,185,104,222
194,70,140,189,112,182
244,77,132,203,109,173
213,56,113,160,95,189
235,55,102,174,90,148
229,48,112,178,87,181
227,63,97,164,97,214
211,47,84,186,71,154
210,54,105,143,73,194
205,43,97,158,70,185
190,38,83,147,85,184
183,40,95,146,69,169
209,50,99,143,61,171
202,45,86,151,68,167
176,43,87,152,63,172
190,42,82,129,59,165
181,40,95,122,80,150
165,47,81,146,52,165
188,45,88,133,64,153
193,38,73,112,49,159
176,40,88,150,48,160
163,43,72,124,59,146
159,39,81,106,64,132
162,44,82,156,48,167
195,45,91,137,59,156
179,37,71,125,61,130
167,39,72,121,53,124
160,48,79,143,52,145
154,30,91,138,65,109
172,47,105,91,63,147
162,58,84,126,71,131
154,47,87,145,64,166
171,43,80,104,50,103
151,44,87,116,76,141
157,40,84,122,49,0
154,39,86,153,66,0
148,34,57,152,0,0
92,12,0,45,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,27,42,50.5,0,0
0,29,42,53.5,0,0
0,36,19,56,0,0
0,22,35,50.5,24,0
0,19,27,42,23,0
0,24,24,47,17,0
0,22,25,49,28,0
0,19,17,30.5,20,0
0,20,15,36.5,21,0
0,21,13,36,20,0
0.5,11,11,31.5,49,0
0,17,17,23.5,13,0
0,8,8,24,12,0
0,15,17,28.5,11,0
0,15,9,22,11,2.5
0,18,16,28.5,13,0
0,11,11,14.5,16,0
0,13,9,23,13,0
0,12,13,22,14,0
0,11,7,24,7,0
0,13,13,26,6,0
0,4,7,11,10,0
0,8,6,13.5,8,0
0,5,11,15,5,0
0,1,5,2,0,0
0,7,6,14,4,0
0,4,5,17,3,0
0,15,13,13,8,0
0,10,5,19.5,4,0
0,12,11,16.5,9,0
0,9,6,15,6,0
0,7,10,11,6,0
0,3,2,9.5,2,0
0,7,5,7.5,3,0
0,4,3,7,1,0
0,9,5,12,9,0
0,8,4,13.5,7,0
0,6,6,5,3,0
0,8,4,10.5,2,0
0,2,2,4.5,3,0
0,1,4,6,4,0
0,9,6,16.5,0,0
0,7,2,10,5,0
0,5,3,6,3,0
0,2,4,8,1,0
0,6,1,11,1,0
0,3,4,6.5,4,0
0,2,4,7,2,0
0,5,1,6,4,0
0,3,5,6,1,0
0,2,2,4,0,0
0,7,3,13,4,0
0,4,3,7.5,1,0
0,2,4,6.5,3,0
0,2,0,8,1,0
0,5,5,10.5,2,0
0,2,3,7.5,1,0
0,2,4,4,3,0
0,8,3,9.5,2,0
0,2,5,7.5,5,0
0,0,2,3.5,1,0
0,7,2,10.5,1,0
0,5,5,8.5,5,0
0,5,5,13,2,0
0,4,3,8.5,5,0
0,6,16,11,2,0
0,8,10,11,5,0
0,5,13,17.5,2,0
0,10,10,17,3,0
0,7,9,10,8,0
0,5,19,19,8,0
0,8,11,16,5,0
0,3,11,16,9,0
0,5,7,10.5,5,0
0,8,10,19,7,0
0,10,21,24.5,11,0
0,14,18,28,6,0
0,18,20,34.5,8,0
0,15,30,29.5,12,0
0,24,31,37.5,17,0
0,25,32,43.5,19,0
70.5,25,37,53,31,0
127.5,22,44,45.5,24,0
100,26,37,52,22,0
101.5,29,48,58,25,0
115,35,47,55,33,45
91,33,58,70,26,84.5
149,22,44,84.5,33,80.5
149,36,66,80.5,48,67.5
179,38,65,75.5,33,93
184,64,74,97,45,110.5
210,51,72,128.5,60,125
228,58,74,138,83,126.5
270,76,112,168,100,130
273.5,110,140,166.5,107,167
276.5,87,129,230.5,108,158.5
275.5,120,173,216,121,191.5
283.5,107,178,226,156,202
287,107,159,246.5,149,236
244,135,152,263,174,180.5
243,139,170,236,164,224
232.5,129,184,252.5,164,194.5
249,134,179,213,164,195.5
256,117,175,248,157,240
235,114,168,214,165,204.5
225.5,99,197,263,157,182
271,97,179,243.5,162,195
197.5,73,144,271.5,133,218
233.5,100,160,228.5,122,192.5
232,85,147,217.5,108,210.5
225.5,83,123,193.5,94,190
241,76,113,190.5,95,169
198,84,103,193,71,185
196,64,93,179,91,160
215,65,102,192.5,95,190.5
207.5,74,107,188,73,168.5
217.5,79,106,193.5,61,144
206.5,83,96,181,81,157.5
230.5,86,102,217,101,165.5
210,78,85,176,64,164
228,75,68,185.5,58,155
220.5,72,90,170.5,51,173.5
211.5,77,82,179,58,168.5
202,67,79,176,73,173.5
222.5,82,85,157.5,59,156.5
215.5,62,95,117,60,154.5
186,63,65,152.5,63,146
204.5,58,101,160,73,185.5
168.5,60,82,162,67,155
182.5,73,87,155,55,134.5
163.5,59,86,111,53,168.5
155.5,56,88,160.5,69,148
157.5,62,89,131.5,56,100.5
123,56,71,135.5,34,120.5
155,56,75,142.5,46,118.5
159.5,59,61,125.5,62,161.5
175.5,50,64,143,53,113
143,57,79,120.5,56,136
149.5,56,63,141.5,57,75.5
97.5,52,62,130,0,0
0,29,13,108,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
54,28,31,33.5,32,65
46.5,26,28,44.5,25,58
44,21,29,40,30,71
50.5,17,25,35.5,21,56
49.5,20,21,40.5,44,50.5
49.5,22,30,41.5,29,64
41,19,19,32,14,41.5
47.5,13,27,29.5,15,43
41,18,23,30,22,45
39,9,11,29.5,15,49.5
36,15,18,26,17,35.5
39,14,11,51,10,35
22.5,16,15,21.5,13,39.5
35,4,19,16,12,27
23,17,5,32.5,9,24
41.5,18,15,36,7,25
30,9,15,15.5,12,45.5
20.5,10,11,11.5,10,26.5
21.5,13,5,22,8,24.5
35,9,10,20,12,31
29.5,9,10,16.5,10,33.5
20.5,8,9,12.5,8,42.5
20,6,9,14,6,17
23,5,10,11,12,26.5
8,2,3,6,3,11
16,9,11,14.5,10,13.5
13.5,7,8,11.5,5,15.5
17.5,7,5,13.5,12,23.5
17.5,5,7,10.5,6,26.5
21.5,10,5,10.5,5,22
19,9,6,14,5,13.5
16.5,7,4,13.5,7,15
14,12,6,14.5,3,17.5
11,10,9,16,7,20.5
11.5,5,4,5,2,11.5
10,4,11,13,3,14
17.5,5,8,13,9,14.5
27,6,3,14,4,12.5
11,7,3,12,6,9.5
8,3,6,8,4,19
25.5,5,7,7.5,4,18
5,2,4,11,4,14.5
10.5,4,5,7.5,2,6
13,5,1,8,2,11.5
6.5,7,3,13,0,6
11.5,1,3,5.5,0,11
11,4,1,4.5,3,8
11,1,5,4,1,10
8.5,6,1,10,1,12
8.5,6,4,8.5,7,8.5
7,2,1,3,2,12
6,1,4,2,1,14
13.5,5,2,7.5,2,9.5
9,4,2,9.5,5,8
6,3,6,4,0,11
4.5,4,0,8.5,4,14
7.5,4,2,6,1,5.5
15.5,3,1,6,3,10.5
18,5,3,4.5,3,13.5
10,7,2,11,3,8.5
11.5,3,3,7,3,4
9.5,4,7,8.5,5,11
14.5,1,6,4,2,20.5
13.5,3,6,6.5,5,8.5
18,3,5,8,6,13.5
18,8,5,10,1,13.5
13.5,2,7,3,7,19
7.5,7,5,12.5,3,12.5
25,8,7,15,3,21
17,5,8,9,7,19.5
33,8,11,11.5,1,18
50,7,12,11.5,6,13
38,13,8,22,10,30.5
35.5,13,13,24.5,10,18.5
36,8,14,18,6,45
39.5,9,25,19,12,31
43,15,18,32,13,24
54,17,22,31.5,2,49
65,20,20,33,11,49.5
81,15,26,39,10,56
83,24,32,49,18,59.5
88,21,36,57.5,14,78.5
93,17,30,46,16,72
102.5,21,39,62,27,51
100,27,41,49.5,26,73.5
118,28,51,58.5,28,53.5
136,31,51,56,42,71
127,33,63,90,48,69.5
171,42,75,81.5,36,94.5
136.5,34,53,81,46,71.5
193.5,24,57,100,53,74.5
185.5,51,62,135,49,122.5
230.5,61,87,133.5,61,99
215,69,107,138.5,97,124.5
276.5,89,116,182.5,97,169
292,106,139,234,140,191
285,100,152,243.5,150,204
281,135,171,230,151,162
274.5,116,168,181,151,176
298.5,151,173,244,167,232
317.5,130,182,223,161,207.5
276.5,118,175,233.5,186,247
266,125,162,259,170,253
291,125,167,241,160,223
318,110,154,235,138,178
290.5,95,169,208,144,180.5
276,118,143,190.5,156,177.5
240.5,77,180,218,109,196
265.5,85,158,191.5,94,192.5
266,94,142,173,77,193
234.5,93,111,203.5,83,148.5
213.5,76,103,180.5,90,163.5
204.5,66,98,194.5,76,170
228,77,101,161,66,158
209,87,100,180,90,173.5
215,106,97,164.5,81,169.5
212,79,98,188,67,173
213,66,87,147.5,81,162
201,67,70,178.5,70,169
182.5,80,90,162,65,160.5
193.5,80,73,127,51,137.5
160,65,85,157.5,56,154
189.5,69,73,128.5,44,157
188.5,74,104,158,54,153
183,59,68,156.5,63,133.5
174.5,82,85,141,59,136
159.5,63,91,173,57,154
165,73,86,144.5,68,177.5
168.5,73,75,157.5,48,140
161.5,80,81,146.5,58,123.5
134,76,81,143,66,154.5
165,68,83,140.5,67,136
150.5,70,75,144.5,47,167.5
187,89,78,177,54,133
146,45,57,135.5,48,118.5
163,76,67,129,50,136
153,76,62,137,49,142.5
147,57,63,137.5,65,150.5
147,70,89,124.5,61,119.5
143,67,78,144.5,66,145
158.5,71,85,132,57,143.5
130.5,60,94,126,41,152.5
163.5,80,75,134.5,68,125.5
142,61,82,153,63,96.5
134.5,70,11,160,22,0
22,65,0,138,0,0
0,60,0,142,0,0
0,53,0,149.5,0,0
0,49,0,110.5,0,0
0,39,0,128,0,0
0,64,0,109.5,0,0
0,24,0,56.5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
